time,swing_leg,x,z,step_length,step_duration
0.122,left,0.63525390625,0.10955810546875,0.00048828125,0.104
0.232,left,0.63525390625,0.1094970703125,6.103515625e-05,0.11000000000000001
0.336,left,0.634765625,0.10955810546875,0.0004920811613951751,0.10400000000000001
0.448,left,0.63525390625,0.1094970703125,0.0004920811613951751,0.11199999999999999
0.548,left,0.63525390625,0.10943603515625,6.103515625e-05,0.10000000000000003
0.654,left,0.63525390625,0.1094970703125,6.103515625e-05,0.10599999999999998
0.76,left,0.63525390625,0.1094970703125,0.0,0.10599999999999998
0.862,left,0.63525390625,0.10943603515625,6.103515625e-05,0.10199999999999998
0.974,left,0.63525390625,0.1094970703125,6.103515625e-05,0.11199999999999999
1.078,left,0.63525390625,0.1094970703125,0.0,0.10400000000000009
1.18,left,0.63525390625,0.1094970703125,0.0,0.10199999999999987
1.284,left,0.634765625,0.1094970703125,0.00048828125,0.10400000000000009
1.3960000000000001,left,0.63525390625,0.1094970703125,0.00048828125,0.1120000000000001
1.5,left,0.63525390625,0.1094970703125,0.0,0.10399999999999987
1.602,left,0.63525390625,0.1094970703125,0.0,0.10200000000000009
1.708,left,0.634765625,0.10955810546875,0.0004920811613951751,0.10599999999999987
1.818,left,0.63525390625,0.1094970703125,0.0004920811613951751,0.1100000000000001
1.922,left,0.63525390625,0.10955810546875,6.103515625e-05,0.10399999999999987
2.0300000000000002,left,0.634765625,0.10955810546875,0.00048828125,0.10800000000000032
2.134,left,0.63525390625,0.1094970703125,0.0004920811613951751,0.10399999999999965
2.236,left,0.63525390625,0.1094970703125,0.0,0.10200000000000031
2.344,left,0.63525390625,0.10955810546875,6.103515625e-05,0.10799999999999965
2.444,left,0.63525390625,0.1094970703125,6.103515625e-05,0.10000000000000009
2.5500000000000003,left,0.634765625,0.10955810546875,0.0004920811613951751,0.10600000000000032
2.66,left,0.63525390625,0.10943603515625,0.0005033087921896558,0.10999999999999988
2.7680000000000002,left,0.63525390625,0.1094970703125,6.103515625e-05,0.1080000000000001
2.876,left,0.634765625,0.10955810546875,0.0004920811613951751,0.10799999999999965
2.982,left,0.63525390625,0.1094970703125,0.0004920811613951751,0.10600000000000032
3.09,left,0.63525390625,0.1094970703125,0.0,0.10799999999999965
3.202,left,0.63525390625,0.10955810546875,6.103515625e-05,0.1120000000000001
3.31,left,0.63525390625,0.1094970703125,6.103515625e-05,0.1080000000000001
3.414,left,0.63525390625,0.1094970703125,0.0,0.10400000000000009
3.5140000000000002,left,0.634765625,0.10955810546875,0.0004920811613951751,0.10000000000000009
3.616,left,0.634765625,0.10955810546875,0.0,0.10199999999999987
3.726,left,0.63525390625,0.1094970703125,0.0004920811613951751,0.10999999999999988
3.8280000000000003,left,0.63525390625,0.10943603515625,6.103515625e-05,0.10200000000000031
3.932,left,0.63525390625,0.1094970703125,6.103515625e-05,0.10399999999999965
4.034,left,0.634765625,0.10955810546875,0.0004920811613951751,0.10199999999999987
4.142,left,0.634765625,0.10955810546875,0.0,0.10800000000000054
4.246,left,0.63525390625,0.10955810546875,0.00048828125,0.10400000000000009
4.366,left,0.63525390625,0.1094970703125,6.103515625e-05,0.11999999999999922
4.474,left,0.634765625,0.10955810546875,0.0004920811613951751,0.10800000000000054
4.596,left,0.63525390625,0.1094970703125,0.0004920811613951751,0.12199999999999989
4.706,left,0.63525390625,0.10955810546875,6.103515625e-05,0.11000000000000032
4.8100000000000005,left,0.634765625,0.10955810546875,0.00048828125,0.10400000000000009
4.912,left,0.63525390625,0.1094970703125,0.0004920811613951751,0.10199999999999942
5.014,left,0.63525390625,0.1094970703125,0.0,0.10200000000000031
5.14,left,0.63525390625,0.10943603515625,6.103515625e-05,0.12599999999999945
5.242,left,0.63525390625,0.10943603515625,0.0,0.10200000000000031
5.344,left,0.63525390625,0.10943603515625,0.0,0.10200000000000031
5.448,left,0.63525390625,0.1094970703125,6.103515625e-05,0.10400000000000009
5.554,left,0.634765625,0.10955810546875,0.0004920811613951751,0.10599999999999987
5.674,left,0.634765625,0.1094970703125,6.103515625e-05,0.1200000000000001
5.78,left,0.63525390625,0.1094970703125,0.00048828125,0.10599999999999987
5.882000000000001,left,0.634765625,0.10955810546875,0.0004920811613951751,0.10200000000000031
5.984,left,0.63525390625,0.10943603515625,0.0005033087921896558,0.10199999999999942
6.09,left,0.63525390625,0.1094970703125,6.103515625e-05,0.10599999999999987
6.192,left,0.63525390625,0.1094970703125,0.0,0.10200000000000031
6.3100000000000005,left,0.63525390625,0.1094970703125,0.0,0.11800000000000033
