time,swing_leg,x,z,step_length,step_duration
0.116,right,0.7529296875,0.124755859375,0.0,0.10600000000000001
0.22,right,0.7529296875,0.124755859375,0.0,0.104
0.322,right,0.7529296875,0.12481689453125,6.103515625e-05,0.10200000000000001
0.428,right,0.7529296875,0.12481689453125,0.0,0.10599999999999998
0.546,right,0.7529296875,0.124755859375,6.103515625e-05,0.11800000000000005
0.648,right,0.7529296875,0.124755859375,0.0,0.10199999999999998
0.752,right,0.7529296875,0.12481689453125,6.103515625e-05,0.10399999999999998
0.862,right,0.7529296875,0.12481689453125,0.0,0.10999999999999999
0.97,right,0.7529296875,0.124755859375,6.103515625e-05,0.10799999999999998
1.07,right,0.7529296875,0.12481689453125,6.103515625e-05,0.10000000000000009
1.172,right,0.7529296875,0.12481689453125,0.0,0.10199999999999987
1.276,right,0.7529296875,0.12481689453125,0.0,0.10400000000000009
1.3780000000000001,right,0.7529296875,0.12481689453125,0.0,0.10200000000000009
1.484,right,0.7529296875,0.124755859375,6.103515625e-05,0.10599999999999987
1.586,right,0.7529296875,0.12481689453125,6.103515625e-05,0.10200000000000009
1.688,right,0.7529296875,0.124755859375,6.103515625e-05,0.10199999999999987
1.812,right,0.7529296875,0.124755859375,0.0,0.12400000000000011
1.928,right,0.7529296875,0.12481689453125,6.103515625e-05,0.11599999999999988
2.028,right,0.7529296875,0.12481689453125,0.0,0.10000000000000009
2.128,right,0.7529296875,0.12481689453125,0.0,0.10000000000000009
2.232,right,0.7529296875,0.124755859375,6.103515625e-05,0.10400000000000009
2.336,right,0.7529296875,0.12481689453125,6.103515625e-05,0.10399999999999965
2.446,right,0.7529296875,0.124755859375,6.103515625e-05,0.11000000000000032
2.5460000000000003,right,0.7529296875,0.124755859375,0.0,0.10000000000000009
2.65,right,0.7529296875,0.124755859375,0.0,0.10399999999999965
2.7680000000000002,right,0.7529296875,0.12481689453125,6.103515625e-05,0.11800000000000033
2.88,right,0.7529296875,0.124755859375,6.103515625e-05,0.11199999999999966
2.984,right,0.7529296875,0.1248779296875,0.0001220703125,0.10400000000000009
3.092,right,0.7529296875,0.124755859375,0.0001220703125,0.1080000000000001
3.194,right,0.7529296875,0.124755859375,0.0,0.10199999999999987
3.31,right,0.7529296875,0.124755859375,0.0,0.1160000000000001
3.414,right,0.7529296875,0.124755859375,0.0,0.10400000000000009
3.5380000000000003,right,0.7529296875,0.124755859375,0.0,0.12400000000000011
3.646,right,0.7529296875,0.124755859375,0.0,0.10799999999999965
3.75,right,0.7529296875,0.12481689453125,6.103515625e-05,0.10400000000000009
3.856,right,0.7529296875,0.124755859375,6.103515625e-05,0.10599999999999987
3.968,right,0.7529296875,0.124755859375,0.0,0.1120000000000001
